"@chlostick my hair is terrible too and I miss brisbane  I wanna go backkk. Next time I am back is when Aiden comes back (B4 Green Day)","neg","NO_QUERY","0"
"Firefox keeps crashing on me  updated yesterday","neg","NO_QUERY","0"
"Ok so I'm paying for it today ","neg","NO_QUERY","0"
"@jephjacques  the birthday girl didn't get a mean tweet...","neg","NO_QUERY","0"
"I hurt my ankle in my own house wearing flat shoes clumsy, retarded me. It hurts sooo bad I can't drive ","neg","NO_QUERY","0"
"Hmm were some of you sick? I think I have a cold  Worht it though! Love you all! &lt;3 xx","neg","NO_QUERY","0"
"@jordanknight been trying all day but I can't get to the site to vote ","neg","NO_QUERY","0"
"I'd really like to wake up in Vegas ","pos","NO_QUERY","0"
"http://bit.ly/kLk6w via @addthis Inspirational speech , you must watch this ","pos","NO_QUERY","0"
"@McCainBlogette I bet democrats hate the word fuck, just like they hate guns  LOL","pos","NO_QUERY","0"
"Awww @sfHoot has a twitter ","pos","NO_QUERY","0"
"On the way to go shopping ","pos","NO_QUERY","0"
"This is the good life...A long w/end, a new PC, the most amazing woman in the world to spend the w/end with... Its gona be a good day ","pos","NO_QUERY","0"
"@Malarkey the biggest step forward I've seen recently is the &quot;Ditch IE6&quot; movement that is not growing very strong... So - afraid not ","neg","NO_QUERY","0"
"@Jason_Manford Oh, and can you go via Whittle Le Woods. I´d love to see our old house ","pos","NO_QUERY","0"
"Busy developing new items for the Trade Show in PA at the end of this month! I try to regularly post pics of all our goodies here ","pos","NO_QUERY","0"
"10 am  birds chirping, and I'm about to attack dustin.","pos","NO_QUERY","0"
"My surfing mentor was sick...no surf for me today ","neg","NO_QUERY","0"
"i hate when im somewhere where it's hotter than 73 degrees. i need to be in AT LEAST 73 temp at all times.  And i live in florida. ","neg","NO_QUERY","0"
"gaaah!!! my blog does not open for only me! it's been taking like ages to load up! so much for the new post and to know how it looks! ","neg","NO_QUERY","0"
"@billfer oh how I wish I could work from home with just my #g1. I'm too much of a grunt at work to warrant a laptop so I can work at home ","neg","NO_QUERY","0"
"@lauratoogood Aww... you're , ummm... toogood!! ","pos","NO_QUERY","0"
"@_Irene_Adler buh bye pretty lady, cheers for brightening up the Expo  give our love to the SO. X","pos","NO_QUERY","0"
"@MagicalSpork its crystal cool to me ","pos","NO_QUERY","0"
"this week is not going as i had hoped ","neg","NO_QUERY","0"
"@jemelehill I wish we cld get shows on TV tht aren't always promoting Ignorance at times.I'm over the stereotypical reality shows  so sad","neg","NO_QUERY","0"
"Wolfram Alpha can't count to three  http://bit.ly/UY9Ib","neg","NO_QUERY","0"
"Off to get the train to work, really looking forward to today. Studio practical, social media for musicians and a bass masterclass ","pos","NO_QUERY","0"
"@shinerweb thats clever of them ","neg","NO_QUERY","0"
"morning twitter.. no, i'm not going to say good morning that would be lying if i said it was a good morning.. i feel like shit ","neg","NO_QUERY","0"
"@hermioneway Yes, I sent you 6992 Friend requests ","pos","NO_QUERY","0"
"Whoever hacked Selena Gomez's Myspace has no life ","pos","NO_QUERY","0"
"'are we there yet?' - my most annoying childhood phrase on lengthy car journerys ","pos","NO_QUERY","0"
"ar mate ive got no chance of winning that topshop competition now  booo.","neg","NO_QUERY","0"
"We can finaly get weapons on TF2 with achievements ","pos","NO_QUERY","0"
"Wishing The weekend wasnt so short ","neg","NO_QUERY","0"
"Ridiculous amout of pain right now.  Totally unnecessary if u ask me.","neg","NO_QUERY","0"
"@aada Try to have fun, even though it sucks so badly ","neg","NO_QUERY","0"
"Misses the DB crew ","neg","NO_QUERY","0"
"http://www.300mbmovie.com may be a good choice, but i don't have repi ","neg","NO_QUERY","0"
"@JessicaAlbavera WE ARE GOING! oohh YAY thank you so much for the information!  I'm so excited!!! He's amazing live&lt;33","pos","NO_QUERY","0"
"Back after 2 Weeks offline ","pos","NO_QUERY","0"
"@Cruleworld We all make mistakes.  At least you won't miss it by mistake ","pos","NO_QUERY","0"
"@2lsquared I miss that!! No place like that where I am in staten island  did u c the @glamazonsblog tweet about u???? Sweet!!","neg","NO_QUERY","0"
"@TheRealSolo, Yes it does.  It turns smiley faces upside down too ","neg","NO_QUERY","0"
"Going to bed very upset  in which i normally wont do but I dont  have any other Choice..Sometimes its just out of ur hands...","neg","NO_QUERY","0"
"@jBonnes I went to lecom FL for two years. then i got sick &amp; had to withdraw. ","neg","NO_QUERY","0"
"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?","neg","NO_QUERY","0"
"Burning in the sun @ turtlehead .. love life ","pos","NO_QUERY","0"
"@UFC  so much blood there was no way clay was going to win that round ","neg","NO_QUERY","0"
"At Heathrow waiting to check in! Eeep! ","pos","NO_QUERY","0"
"Aww lauren and kristen match... I can see why steven wanted both of them  lol","pos","NO_QUERY","0"
"Aching belly ","neg","NO_QUERY","0"
"had a great day. beach w/ jacki in the morning! ","pos","NO_QUERY","0"
"is ill.  outside is beautiful weather, and i cannot go out.. :/ i hate this..","neg","NO_QUERY","0"
"Firefox... Hmm... Loving StumbleUpon though ","pos","NO_QUERY","0"
"Why must I always fall for da small boys ","neg","NO_QUERY","0"
"Mum kiss you ","pos","NO_QUERY","0"
"@DawnYang1 i'm so sorry to hear that. my grandad is also suffering from cancer. its sad to have a loved one suffer. ","neg","NO_QUERY","0"
"@NctrnlBst hhah thank you!  U sent me EXACTLY the ones I wanted heh heh ","pos","NO_QUERY","0"
"@carmsense ill be there tomorrow ","pos","NO_QUERY","0"
"@calosa huh.. that celeb-architects. ","neg","NO_QUERY","0"
"*sighs* vruce springstenn in the apple shop  its cheering me up just a tad","pos","NO_QUERY","0"
"@fabispereira we need to go shopping together!! ","neg","NO_QUERY","0"
"my first post ","pos","NO_QUERY","0"
"have mercy on teh poor read ball please - it has a little sole too .. Don't hit It -   #PakCricket","neg","NO_QUERY","0"
"@mommygoggles good luck ! gotta love a good garage sale ","pos","NO_QUERY","0"
"Feeling special right about now! ","pos","NO_QUERY","0"
"@rentedmule that lesson is up next. ","pos","NO_QUERY","0"
"@Ay_Be_Baby awwww tink  she's a bad bitch!! hahaha have u seen my tattoo on my foot?? I really have a frickin problem lol","pos","NO_QUERY","0"
"@bismoyo Youth's eternal, senior complex's optional. ","pos","NO_QUERY","0"
"Unfortunately, we're selling the locker too ","neg","NO_QUERY","0"
"Just 20 days until the next season of Top Gear airs ","pos","NO_QUERY","0"
"Real mad my net stopped working outta no where currently on the phone with Verizon Tech support ","neg","NO_QUERY","0"
"#Air France my heart just breaks for those families  2 bodies found","neg","NO_QUERY","0"
"@glitterdevil haha yeah but look at the traffic! Id be freaking out! Glad i don't need to drive! ","pos","NO_QUERY","0"
"oh my got a headache from hell from last nights party..i just want to sleep but hey duty calls (work) ","neg","NO_QUERY","0"
"Couldn't find Echoes Pink Floyd on Blip.fm sorry lads guess you are disappointed 2 ","neg","NO_QUERY","0"
"Last part of the day will include relaxing on the couch...and watching my guilty pleasure...reality TV! ","pos","NO_QUERY","0"
"Now, Britain's Got More Talent ","pos","NO_QUERY","0"
"Thank you for thr #FF luv! Welcome to my new followers! I appreciate ya! ","pos","NO_QUERY","0"
"uhh can i take the &quot;my mommy is awesome&quot; comment back? b/c she just implied that i looked fat in bubble dresses. thnx mum. way to help. ","neg","NO_QUERY","0"
"camera obscura, aurora, freezepop, stereo total... and well... some others that are fun.  ","pos","NO_QUERY","0"
"@gi_ri_ja  it sucks, doesn't it?","neg","NO_QUERY","0"
"I'm guessing that oil is just going to go down today, so I will be ","neg","NO_QUERY","0"
"packing up, ready to go... back to school ","neg","NO_QUERY","0"
"@ItsChavez Oh - heh, pardon my ignorance ","pos","NO_QUERY","0"
"Gym ! Then Working eight hours  so excited to sleep tonight!!","neg","NO_QUERY","0"
"@MyroneTadrid  aw her latest &quot; selenagomezLast day of shooting... Goodbye Canada. &quot;","neg","NO_QUERY","0"
"@mikasounds hope y'all have a great night in A'dam still  can't b there...maybe next time!  (and you win...applied 4 visa ;)!!!!!","neg","NO_QUERY","0"
"Xbox 360 announcements from E3 are making me *squee* a little. ","pos","NO_QUERY","0"
"hihi... I've seen you on the lead right now henry... on Top Animal Twitterer... ","pos","NO_QUERY","0"
"has neglected twitter. sorry. ","neg","NO_QUERY","0"
"http://twitpic.com/7r3yv - We are on the second look and the store we wanted to shoot in front of is closed ","neg","NO_QUERY","0"
"http://twitpic.com/7zvv9 - this is why i wanna give up crafting. super fail, incomplete stuff, aft hrs &amp; hrs of work. ","neg","NO_QUERY","0"
"i think i'v got the funk, and not the good funk.  stupid nose and throat. ","neg","NO_QUERY","0"
"O how i love you sammoons  o how i do. ","pos","NO_QUERY","0"
"@loritodd I can't, I have class tonight  U going? Have fun!","neg","NO_QUERY","0"
"gotta work on Saturday ","neg","NO_QUERY","0"
"Heavvy heavy migraine! ","neg","NO_QUERY","0"
"watching american idol in tears ","neg","NO_QUERY","0"
"@colocelt That is cute  looks like a beautiful day there too!","pos","NO_QUERY","0"
"@myfabolouslife Loso in case you aint know so ","pos","NO_QUERY","0"
"watching my favortite news channel @kron4news because I cannot sleep AT ALL ","neg","NO_QUERY","0"
"@tristanrogers Keep the bubble tweets coming they are the best!!! GH was great when you were on .. what happened? ","neg","NO_QUERY","0"
"I just applied for an internship at @TOMSshoes!!  Toms are the bomb.  and seriously... if you've never heard of them... check them out ","pos","NO_QUERY","0"
"Lovely day at the golf range  now on to nails","pos","NO_QUERY","0"
"though i was disappointed that @KavuBob spotted my cunning placement of @cdmilligan's leftover tat on his desk quite so quickly ","neg","NO_QUERY","0"
"Plumber here adding &quot;additional drainage&quot; ordered by condo board. Cutting a big hole in my kitchen cabinet. ","neg","NO_QUERY","0"
"I am seeing alot of pleated khaki pants ","neg","NO_QUERY","0"
"bathed, made my hair, got dressed - ready to go  .... in 4hs. lol.","pos","NO_QUERY","0"
"@sageeb we'll all support you from the tweetup  good luck #RADVISION #3 #fb","pos","NO_QUERY","0"
"@AaliyahLove69 It\'s an evil weed. I have them too and Molly gets them when she goes outside  http://yfrog.com/5bk3rj","neg","NO_QUERY","0"
"Sucks that Fios doesn't have NBA tv its the freaking playoffs ","neg","NO_QUERY","0"
"@MrCeno thanx for truly being understanding...i hope to connect soon too!  &amp; yes,i def. missed talkin to u too *hugs*","pos","NO_QUERY","0"
"These messages are teasing me! It isnt fair. ","neg","NO_QUERY","0"
"@ArieleMoonfire It just sucks.  We lost our vacation photos &amp; I had about 50,000+ words I'd written in three different novels. Just gone.","neg","NO_QUERY","0"
"Oh. Freaking duh. Just subtract 18 from 39. Jesus, and I'm signed up to take AP Algebra 2. I'm going to fail. ","neg","NO_QUERY","0"
"@kimija Thanks!!  How's your day going so far?","pos","NO_QUERY","0"
"Finishing Extremely Loud and Incredibly Close and laying down. I would say text me but I won't have a phone til I get my charger tomorrow ","neg","NO_QUERY","0"
"@Aimeeisawesome i needed to watch it and well I like buying myself things it makes me happy ","pos","NO_QUERY","0"
"that was a fun birthday  minus some drama","pos","NO_QUERY","0"
"is twittering! Yay! K, that's all. Haha. ","pos","NO_QUERY","0"
"Don't you just love it when guys come crawling back saying i'm &quot;heartbroken&quot; and then call me heartless for being sarcastic back  x","pos","NO_QUERY","0"
"@PrincessSuperC oh and I'll check out the movie, thanks ","pos","NO_QUERY","0"
"@nvade Googlegroup  Mo ikutan ? Daftar aja, ntar gue approve.","pos","NO_QUERY","0"
"@lcaller Ha ha ha LOL please keep posting those - fantastic mate! Not for you though - but SO makes me giggle ","pos","NO_QUERY","0"
"@JennaMadison Ooh, coffee!  Great idea...  want one??  ","pos","NO_QUERY","0"
"workin night shift is a nice break from the busier shifts but i miss my nighttime loving and sexy man sleepin beside me   boo","neg","NO_QUERY","0"
"has just finished work and wants to sleep  bed please ?","neg","NO_QUERY","0"
"yay im on my internet was down yesterday  But now im on ","neg","NO_QUERY","0"
"just joined official twitter ","pos","NO_QUERY","0"
"I don't know it...looked on youtube and blip...can't find it. ","neg","NO_QUERY","0"
"@Jazzled4life Sorry to get your hopes up ","neg","NO_QUERY","0"
"tweeting just ain't the same without my phone, I miss you little guy. ","neg","NO_QUERY","0"
"5 cents for plastic bags at grocery stores now  If we stop using plastic grocery bags , what are we supposed to put garbage into?","neg","NO_QUERY","0"
"@tessalonika thanks.well, my report is good. I've got rank 2 in class. ","pos","NO_QUERY","0"
"@Irishise Shoes no longer a team member ","neg","NO_QUERY","0"
"@mehmel ughh no at my abuelitas ","pos","NO_QUERY","0"
"@techiekat i wanted to watch britney ","neg","NO_QUERY","0"
"@shawnwood i am now loving tweed better ","pos","NO_QUERY","0"
"Can't tonight I'm working ","neg","NO_QUERY","0"
"Cat 1 needs to have dental work done again and may have to have more tooth pulled  Cat 2 not happy this means more toothbrushing for him.","neg","NO_QUERY","0"
"going to bed..work &amp; babysitting tomorrow ","neg","NO_QUERY","0"
"@howardberry I know it's pitiful, have had insomnia since 1971 so am used to it now ","pos","NO_QUERY","0"
"@megfowler So this Twitter background of yours? Does this place actually exist? Where is it and when do I move in?! ","pos","NO_QUERY","0"
"12:15 am and we just finished playing monopoly......I suck at this game!! I was the first one out ","neg","NO_QUERY","0"
"so tired... i need a good nap ","neg","NO_QUERY","0"
"@logan_weisner What time is it in Dubai? It's nearly 6am and I STILL can't sleep  Do u want me to pick u up from airport?","neg","NO_QUERY","0"
"Check out the cover I made for Ryan's story  http://twitpic.com/61cvc","pos","NO_QUERY","0"
"Had a really fun day at Ordina Open.. still a little bit in shock about what happened to Marcos..  So sad &amp; scary to see!","neg","NO_QUERY","0"
"@kellywilliams4 On what.. ","pos","NO_QUERY","0"
"is confused... ","neg","NO_QUERY","0"
"@BenAS annoying but will put up with them until Spotify becomes more established. I have spotify beaming through the house with AirTunes ","pos","NO_QUERY","0"
"@sethu_j did u like my text yesterday?! ","pos","NO_QUERY","0"
"@chempaka happy birthday to you.. happy birthday to you..happy birthday to chempaka.. happy birthday to you.. ","pos","NO_QUERY","0"
"cant  believe i almost lost him today ","neg","NO_QUERY","0"
"has been on drugs and tea all day ","neg","NO_QUERY","0"
"@ChiNurse the economy is on all our backs.  I'm sure he has your will and goals which will help him gain employment.","neg","NO_QUERY","0"
"No phantasy star yesterday  going to work...","neg","NO_QUERY","0"
"@Danielle_Jane14 don't cryyy  just don't speak to him and when they ask why just tell him he's not worth ur breath lmao it's mean but  ...","neg","NO_QUERY","0"
"@aprillwrites Sometimes a palm tree or two helps  But get what you mean.","pos","NO_QUERY","0"
"Omg its thundering and raining really bad now ","neg","NO_QUERY","0"
"hanging with people laterr ","pos","NO_QUERY","0"
"@Placehold stormy and cold here, south of france has really changed  I'm moving up north!","neg","NO_QUERY","0"
"Argh, I am going to the dentist tomorrow  not fair, nothing is wrong with my teeth (I don't hope there is)","neg","NO_QUERY","0"
"@Adrienne_Bailon Did you leave Disney? Hopefully you did, you're too good for them ","pos","NO_QUERY","0"
"Hoping that GM would be able to renegotiate with unions after bankruptcy.  Not looking likely now that the Union owns 17% of the company ","neg","NO_QUERY","0"
"@pitbladdo We were at Edinburgh's fashionable Meadows, now the Princestrasse. All a bit pink now ","pos","NO_QUERY","0"
"@findo yes. But I'm a long way away. ","neg","NO_QUERY","0"
"bill looks like the fierce bitch he is. Fake fierce bitch, but fierce bitch anyway. ","pos","NO_QUERY","0"
"I love my car. ","pos","NO_QUERY","0"
"@MikeyPod so sorry to hear about the bite   are you ok???","neg","NO_QUERY","0"
"Just wokke up to hot chocolate ","pos","NO_QUERY","0"
"there will be an answer, let it be.... Goodnight ","pos","NO_QUERY","0"
"@tommcfly your tweets always seem to make me chuckle cheers ","pos","NO_QUERY","0"
"not at work today .i have my car back she is perfect  going random shopping later .","pos","NO_QUERY","0"
"@TonyJPRoss &quot;The new Regina Spektor album is half really good and half not so good at all.&quot; Just read that from Perez Hilton!  ","neg","NO_QUERY","0"
"@kokogirl He needs to go back to his Scotty. That is what he was using when he won last year ","pos","NO_QUERY","0"
"@brumplum he thanks. Ryan doesn't do hugs or embraces. ","pos","NO_QUERY","0"
"it's bad weatehr again  and even my borsalino doesn't make me warm enough to wear my jeans shorts, and i was so looking forward to them","neg","NO_QUERY","0"
"#iremember hoping someone would follow me ","neg","NO_QUERY","0"
